S1,S2,S3,S4,S5,iteration
0.24495677233429392,0.1239193083573487,0.1930835734870317,0.24495677233429392,0.1930835734870317,0
0.2459959298666076,0.10548213159073602,0.1807707653857866,0.26322055593276544,0.20453061722410432,1
0.24597021555165705,0.08788672126889034,0.16701232070712965,0.2833086885841167,0.21582205388820624,2
0.24449881996690057,0.07161691613995552,0.15190166637558444,0.30529562345992095,0.2266869740576385,3
0.24118624496126562,0.057054581448398145,0.13567887592628794,0.3292489791793279,0.23683131848472047,4
0.23565114290570757,0.04443729757171726,0.11873471847766949,0.35523173153295423,0.24594510951195142,5
0.22756336912075434,0.033844804180701286,0.10158494657580038,0.3833012540037932,0.2537056261189508,6
0.21668971479727675,0.025214628010448974,0.0848148330180624,0.4135039674171016,0.25977685675711026,7
0.20294635448879153,0.01837786362239909,0.0690035724995482,0.4458647348037394,0.2638074745855218,8
0.18645129151433576,0.013102152287353546,0.05464614575429996,0.4803697803825638,0.2654306300614469,9
0.16756471394721034,0.009130896644387234,0.04209254634097354,0.5169419571328169,0.26426988593461215,10
0.14690169795439936,0.006212687357939526,0.031518720522960175,0.555409454532479,0.25995743963222195,11
0.1253023000833078,0.004119600668797163,0.022932232953411416,0.5954737643720714,0.2521721019224122,12
0.10375066107332855,0.002655951731201254,0.01620440814089102,0.6366871201663454,0.24070185888823384,13
0.08324871471973365,0.0016602824941536708,0.011115090951147471,0.6784494205960278,0.2255264912389374,14
0.06466943177590406,0.0010033914410341833,0.007397435816646505,0.720028262841544,0.20690147812487125,15
0.048630123138158156,0.0005845947565292094,0.004775146136707384,0.7605975136977825,0.18541262227082272,16
0.03542522358638586,0.0003275469291545229,0.0029893912042079033,0.7992875928760038,0.16197024540424787,17
0.025035652619293976,0.00017618471592656181,0.0018154430892908136,0.8352467084703233,0.13772601110516533,18
0.017200676486965834,9.091233553112411e-05,0.0010703359435827874,0.8677177974686,0.11392027776532025,19
0.01151817731703054,4.502821621321915e-05,0.0006134909384167397,0.8961287554801319,0.0916945480482076,20
